0,0
0.0707107,0.0707107
0.141421,0.141421
0.212132,0.212132
0.282843,0.282843
0.353553,0.353553
0.424264,0.424264
0.494975,0.494975
0.565685,0.565685
0.636396,0.636396
0.707107,0.707107
0.777817,0.777817
0.848528,0.848528
0.919239,0.919239
0.989949,0.989949
0.964068,1.08654
0.990608,1.18296
0.965386,1.27972
0.991926,1.37614
0.966704,1.4729
0.993244,1.56932
0.968022,1.66608
0.994562,1.7625
0.96934,1.85926
0.99588,1.95568
0.970658,2.05245
0.997198,2.14886
0.971976,2.24563
0.946754,2.34239
0.973294,2.43881
0.948072,2.53557
0.974612,2.63199
0.94939,2.72875
0.97593,2.82517
0.950708,2.92194
0.977249,3.01835
0.952026,3.11512
0.978567,3.21153
0.953344,3.3083
0.979885,3.40471
0.954663,3.50148
0.981203,3.59789
0.955981,3.69466
0.982521,3.79107
0.957299,3.88784
0.983839,3.98425
0.958617,4.08102
0.985157,4.17743
0.959935,4.2742
0.986475,4.37061
0.961253,4.46738
0.987793,4.5638
0.962571,4.66056
0.989111,4.75698
0.963889,4.85374
0.99043,4.95016
1.06162,5.02038
1.15839,5.04561
1.2548,5.01906
1.35157,5.04429
1.44798,5.01775
1.54475,5.04297
1.64116,5.01643
1.73793,5.04165
1.83434,5.01511
1.93111,5.04033
2.00134,4.96914
2.02656,4.87238
2.05178,4.77561
2.02524,4.67919
2.05046,4.58243
2.02392,4.48601
2.04915,4.38925
2.02261,4.29283
2.04783,4.19607
2.02129,4.09965
2.04651,4.00289
2.01997,3.90647
2.04519,3.80971
2.01865,3.71329
2.04387,3.61652
2.01733,3.52011
2.04256,3.42334
2.01602,3.32693
2.04124,3.23016
2.0147,3.13375
2.03992,3.03698
2.01338,2.94057
2.0386,2.8438
2.01206,2.74739
2.03728,2.65062
2.01074,2.55421
2.03597,2.45744
2.00943,2.36103
2.03465,2.26426
2.00811,2.16784
2.03333,2.07108
2.10421,2.14162
2.17509,2.21216
2.24597,2.28271
2.31684,2.35325
2.38772,2.42379
2.4586,2.49433
2.52948,2.56488
2.60036,2.63542
2.67124,2.70596
2.74212,2.7765
2.81299,2.84705
2.88387,2.91759
2.95475,2.98813
2.98086,3.08466
2.9557,3.18144
2.9823,3.27784
2.95714,3.37462
2.98374,3.47102
2.95858,3.5678
2.98518,3.6642
2.96002,3.76098
2.98662,3.85738
2.96146,3.95416
2.98806,4.05056
2.96289,4.14734
2.98949,4.24374
2.96433,4.34052
2.99093,4.43692
2.96577,4.5337
2.99237,4.6301
2.96721,4.72688
2.99381,4.82328
2.96865,4.92006
2.99525,5.01646
2.97009,5.11324
2.99669,5.20964
2.97153,5.30642
2.94637,5.4032
2.97297,5.4996
2.9478,5.59638
2.97441,5.69278
2.94924,5.78956
2.97584,5.88596
2.95068,5.98274
2.97728,6.07914
2.95212,6.17592
2.97872,6.27232
2.95356,6.3691
2.98016,6.4655
2.955,6.56228
2.9816,6.65868
2.95644,6.75546
2.98304,6.85186
2.95788,6.94864
2.98448,7.04504
2.95932,7.14182
2.98592,7.23822
2.96075,7.335
2.98735,7.4314
2.96219,7.52818
2.98879,7.62458
2.96363,7.72136
2.99023,7.81776
2.96507,7.91454
2.99167,8.01094
2.96651,8.10772
2.99311,8.20412
2.96795,8.3009
2.99455,8.3973
2.96939,8.49408
2.99599,8.59048
2.97083,8.68726
2.94566,8.78404
2.97227,8.88044
2.9471,8.97722
2.9737,9.07362
2.94854,9.1704
2.97514,9.2668
2.94998,9.36358
2.97658,9.45998
2.95142,9.55676
2.97802,9.65316
2.95286,9.74994
2.97946,9.84634
2.9543,9.94312
2.9809,10.0395
2.95574,10.1363
2.98234,10.2327
2.95718,10.3295
2.98378,10.4259
2.95861,10.5227
2.98521,10.6191
2.96005,10.7158
2.98665,10.8122
2.96149,10.909
2.98809,11.0054
2.96293,11.1022
2.98953,11.1986
2.96437,11.2954
2.99097,11.3918
2.96581,11.4886
2.99241,11.585
2.96725,11.6817
2.99385,11.7781
2.96869,11.8749
2.99529,11.9713
2.97012,12.0681
2.99673,12.1645
2.97156,12.2613
2.99816,12.3577
2.973,12.4545
2.94784,12.5512
2.97444,12.6476
2.94928,12.7444
2.97588,12.8408
2.95072,12.9376
3.02195,13.0078
3.11874,13.033
3.21513,13.0063
3.31192,13.0315
3.40831,13.0049
3.5051,13.0301
3.60149,13.0035
3.69828,13.0286
3.79467,13.002
3.89146,13.0272
3.98824,13.0524
4.08464,13.0258
4.18142,13.0509
4.27782,13.0243
4.3746,13.0495
4.47099,13.0229
4.56778,13.048
4.66417,13.0214
4.76096,13.0466
4.85735,13.02
4.95414,13.0452
5.05053,13.0186
5.14732,13.0437
5.24371,13.0171
5.3405,13.0423
5.43689,13.0157
5.53368,13.0408
5.63007,13.0142
5.72686,13.0394
5.82325,13.0128
5.92003,13.038
6.01643,13.0114
6.11321,13.0365
6.20961,13.0099
6.30639,13.0351
6.40279,13.0085
6.49957,13.0336
6.59597,13.007
6.69275,13.0322
6.78915,13.0056
6.88593,13.0308
6.98233,13.0042
7.07911,13.0293
7.1759,13.0545
7.27229,13.0279
7.36907,13.0531
7.46547,13.0265
7.56225,13.0516
7.65865,13.025
7.75543,13.0502
7.85183,13.0236
7.94861,13.0487
8.04501,13.0221
8.14179,13.0473
8.23819,13.0207
8.33497,13.0459
8.43137,13.0193
8.52815,13.0444
8.62455,13.0178
8.72133,13.043
8.81773,13.0164
8.91451,13.0415
9.01091,13.0149
9.10769,13.0401
9.20409,13.0135
9.30087,13.0387
9.39727,13.0121
9.49405,13.0372
9.59045,13.0106
9.68723,13.0358
9.78363,13.0092
9.88041,13.0343
9.97681,13.0077
10.0736,13.0329
10.17,13.0063
10.2668,13.0315
10.3632,13.0049
10.46,13.03
10.5564,13.0034
10.6531,13.0286
10.7495,13.002
10.8463,13.0271
10.9431,13.0523
11.0395,13.0257
11.1363,13.0509
11.2327,13.0243
11.3295,13.0494
11.4259,13.0228
11.5226,13.048
11.619,13.0214
11.7158,13.0466
11.8122,13.02
11.909,13.0451
12.0054,13.0185
12.1022,13.0437
12.1986,13.0171
12.2954,13.0422
12.3918,13.0156
12.4885,13.0408
12.5849,13.0142
12.6817,13.0394
12.7781,13.0128
12.8749,13.0379
12.9713,13.0113
13.0425,12.9411
13.015,12.8449
13.0392,12.7479
13.0117,12.6518
13.0359,12.5548
13.0084,12.4586
13.0327,12.3616
13.0051,12.2655
13.0294,12.1685
13.0019,12.0723
13.0261,11.9753
13.0504,11.8783
13.0228,11.7821
13.0471,11.6851
13.0196,11.589
13.0438,11.492
13.0163,11.3958
13.0405,11.2988
13.013,11.2027
13.0373,11.1057
13.0097,11.0095
13.034,10.9125
13.0065,10.8164
13.0307,10.7193
13.0032,10.6232
13.0274,10.5262
13.0517,10.4292
13.0242,10.333
13.0484,10.236
13.0209,10.1399
13.0451,10.0428
13.0176,9.94671
13.0419,9.84969
13.0144,9.75355
13.0386,9.65653
13.0111,9.56039
13.0353,9.46338
13.0078,9.36724
13.032,9.27022
13.0045,9.17408
13.0288,9.07706
13.053,8.98004
13.0255,8.8839
13.0497,8.78689
13.0222,8.69075
13.0465,8.59373
13.019,8.49759
